star_rating	helpful_votes	total_votes	review_headline	review_date
5	0	0	Perfect	8/28/2015
5	0	0	Five Stars	8/17/2015
5	0	0	Andis 1600W Quiet Hair Dryer	7/31/2015
3	1	1	Easy to mount to wall	7/28/2015
4	1	1	Liked it but it was broken	7/24/2015
5	1	1	Great hair dryer ... also the night light is super.	7/22/2015
5	0	0	Five Stars	7/16/2015
1	0	1	Never even worked	7/13/2015
5	0	0	Five Stars	7/13/2015
1	3	4	Should be recalled	7/11/2015
5	0	0	Five Stars	7/10/2015
5	0	0	Love it! So convenient	7/8/2015
5	0	0	Five Stars	7/3/2015
1	0	0	overheats	7/2/2015
4	0	0	Four Stars	6/21/2015
5	0	0	Five Stars	6/19/2015
5	0	0	Five Stars	6/16/2015
3	0	0	Three Stars	6/9/2015
5	0	0	Great compact hair accessory	6/8/2015
5	0	0	Awesome	6/6/2015
5	0	0	good	6/4/2015
5	0	0	Five Stars	6/4/2015
3	0	0	"This sounds weird, but the night light is MUCH ..."	6/4/2015
4	0	0	but still a great compact dryer that looks great in my bathroom	6/4/2015
1	0	0	One Star	5/30/2015
1	0	0	Worst Hair Dryer Ever	5/30/2015
2	0	0	Two Stars	5/28/2015
3	0	0	Mounting defect	5/27/2015
4	0	0	the wall mount feature is the best for keeping a clutter-free countertop	5/26/2015
5	0	0	Bargain!!	5/15/2015
5	2	2	Five Stars	5/11/2015
5	0	0	Five Stars	5/6/2015
4	0	0	Nice.	5/1/2015
1	1	2	Here are the reasons why you shouldn't buy this hair dryer.	4/29/2015
3	0	0	Three Stars	4/27/2015
1	0	0	One Star	4/26/2015
5	0	0	Out of the way.	4/18/2015
3	0	0	The hair dryer is quiet and powerful enough to dry ...	4/13/2015
5	0	0	Excellent Hair Dryer	3/30/2015
5	0	0	I'm in love with this hair dryer It's small but really dry's ...	3/30/2015
5	0	0	Five Stars	3/30/2015
5	0	0	Five Stars	3/29/2015
4	0	0	Four Stars	3/29/2015
5	0	0	Good Dryer	3/26/2015
5	0	0	"Great product, looks and preformance"	3/24/2015
4	0	0	So far - So good.	3/23/2015
5	0	0	Perfect Size	3/20/2015
5	0	0	"Buy it, you'll love it!"	3/19/2015
5	0	0	Five Stars	3/18/2015
1	0	0	A Piece of Junk	3/11/2015
5	0	0	review of andis wall mounted hang up hair dryer	3/10/2015
5	3	3	Nice Unit	3/5/2015
4	0	0	Four Stars	3/5/2015
3	0	0	Andis 30975 Wall Mounted Hair Dryer	2/24/2015
5	0	0	works great.	2/22/2015
1	0	0	Unreliable	2/21/2015
2	0	0	Disappointment	2/19/2015
5	0	0	best thing I have bought so far	2/19/2015
5	0	0	I've only had to replace one of these units and everybody seems to love them.	2/17/2015
5	0	0	Five Stars	2/16/2015
4	0	0	Good but night light is too bright	2/15/2015
4	0	0	So far so good...	2/14/2015
5	0	0	Five Stars	2/13/2015
5	0	0	Love it but only hope it lasts a lot longer ...	2/12/2015
5	0	0	great	2/11/2015
5	0	0	They work great for 3-4 years before they get noisy	2/6/2015
4	0	0	Four Stars	2/4/2015
5	0	0	Leaves an uncluttered space	2/4/2015
5	0	0	Nice wall mount	2/3/2015
5	0	0	Nice and tight	2/3/2015
3	1	1	My blowdryer is DEAD - 4 months later after install.	2/1/2015
2	0	0	"Nice product, poor ROI"	1/26/2015
4	0	0	It's works very good. We had the same one that lasted for ...	1/25/2015
5	0	0	Love it	1/21/2015
3	0	0	Decent product!	1/21/2015
1	0	0	What happened to quality control	1/14/2015
3	1	1	After having it only 2 weeks the low blow cycle ...	1/12/2015
5	0	0	Five Stars	1/9/2015
5	0	0	Very good dryer	12/31/2014
5	0	0	Lightweight and compact	12/30/2014
5	0	0	Five Stars	12/22/2014
5	0	0	Easy install and arrived on time	12/19/2014
4	0	0	It works fine till now	12/11/2014
3	0	0	Mounting was easy as reviews have stated and it is very strong ...	12/11/2014
5	0	0	Five Stars	12/3/2014
5	0	0	Five Stars	11/27/2014
1	0	0	Not worth it at any price	11/19/2014
4	0	0	Great small blower for home	11/18/2014
5	0	0	RV accessories	11/17/2014
